area_type,availability,location,size,society,total_sqft,bath,balcony,price,location_numerical,Has Hall,Has Kitchen,Number of Bedrooms
Super built-up  Area,18-May,Kadugodi,3 BHK,Alestrb,1762,3.0,3.0,110.0,635,1,1,3.0
Super built-up  Area,Ready To Move,Kaggadasapura,2 BHK,SLireap,1105,2.0,1.0,38.65,637,1,1,2.0
Super built-up  Area,18-Mar,Yelahanka,3 BHK,Miitat ,1825,3.0,1.0,105.0,1261,1,1,3.0
Super built-up  Area,19-Dec, Bhoganhalli,1 RK,Rosha I,296,1.0,0.0,22.89,3,0,1,0.0
Plot  Area,Ready To Move,Kumbalgodu,5 Bedroom,,1200,4.0,1.0,85.0,728,-1,0,5.0
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,MenueNo,1185,2.0,2.0,43.0,1148,1,1,2.0
Built-up  Area,18-Aug,Electronic City Phase II,3 BHK,Sryalan,1320,2.0,1.0,38.12,419,1,1,3.0
Super built-up  Area,Ready To Move,Hulimavu,2 BHK,Suelsa ,1058,2.0,1.0,48.0,549,1,1,2.0
Super built-up  Area,Ready To Move,Bellandur,2 BHK,,1220,2.0,2.0,60.0,236,1,1,2.0
Super built-up  Area,18-Aug,Sarjapur,2 BHK,,925,2.0,1.0,25.0,1038,1,1,2.0
Super built-up  Area,18-May,Old Madras Road,2 BHK,Brglede,1200,2.0,1.0,72.0,896,1,1,2.0
Super built-up  Area,Ready To Move,Kengeri,3 BHK,,1160,2.0,2.0,40.6,688,1,1,3.0
Plot  Area,Ready To Move,Kengeri Satellite Town,3 Bedroom,,600,4.0,3.0,72.0,690,-1,0,3.0
Super built-up  Area,18-Jul,banashankari stage iii sa,3 BHK,,1411,3.0,2.0,91.72,1275,1,1,3.0
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,SNity S,1550,3.0,2.0,78.0,216,1,1,3.0
Super built-up  Area,Ready To Move,Green Glen Layout,4 BHK,,3250,4.0,3.0,230.0,474,1,1,4.0
Super built-up  Area,Ready To Move,Haralur Road,3 BHK,NDionas,2475,4.0,,130.0,506,1,1,3.0
Super built-up  Area,22-May,Jakkur,4 BHK,SoineC ,2249.81 - 4112.19,,,260.5,584,1,1,4.0
Super built-up  Area,19-Dec,7th Phase JP Nagar,4 BHK,Puarero,2503,4.0,0.0,188.0,72,1,1,4.0
Super built-up  Area,Ready To Move,Marathahalli,4 BHK,Prionad,2524,5.0,2.0,190.0,799,1,1,4.0
Super built-up  Area,Ready To Move,Kaggadasapura,2 BHK,,1063,2.0,2.0,42.0,637,1,1,2.0
Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,,1077,2.0,1.0,37.7,664,1,1,2.0
Super built-up  Area,Ready To Move,Manayata Tech Park,2 BHK,,1200,3.0,2.0,44.0,788,1,1,2.0
Built-up  Area,Ready To Move,Hosakerehalli,4 BHK,,1500,3.0,2.0,70.0,539,1,1,4.0
Super built-up  Area,Ready To Move,Jalahalli,2 BHK,Vaniai ,1045,2.0,2.0,76.77,589,1,1,2.0
Super built-up  Area,Ready To Move,Kanakapura,3 BHK,SPavenc,1290,2.0,3.0,45.15,658,1,1,3.0
Super built-up  Area,Ready To Move,Hoodi,2 BHK,SMaxyay,1400,2.0,1.0,78.0,530,1,1,2.0
Built-up  Area,Ready To Move,Begur Road,3 BHK,,1600,3.0,2.0,58.14,232,1,1,3.0
Super built-up  Area,Ready To Move,Jayanagar,3 BHK,,3095,3.0,3.0,375.0,600,1,1,3.0
Super built-up  Area,Ready To Move,Nagavara,3 BHK,,1545,2.0,1.0,58.0,853,1,1,3.0
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Mades G,1680,3.0,1.0,112.0,1039,1,1,3.0
Built-up  Area,Ready To Move,Amruthnagar,2 BHK,,1350,2.0,1.0,67.5,115,1,1,2.0
Super built-up  Area,Ready To Move,Gottigere,2 BHK,,950,2.0,1.0,38.0,466,1,1,2.0
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,,1050,2.0,2.0,45.0,1148,1,1,2.0
Super built-up  Area,Ready To Move,Banashankari Stage V,3 BHK,,1305,2.0,2.0,49.0,204,1,1,3.0
Plot  Area,Ready To Move,Hosakerehalli,4 Bedroom,,800,4.0,2.0,120.0,539,-1,0,4.0
Built-up  Area,18-Feb,Kodichikkanahalli,5 BHK,,2700,7.0,2.0,125.0,702,1,1,5.0
Plot  Area,Ready To Move,MS Pallya,3 Bedroom,,1100,3.0,1.0,78.0,768,-1,0,3.0
Built-up  Area,Ready To Move,Thanisandra,6 Bedroom,,3500,5.0,0.0,160.0,1148,-1,0,6.0
Super built-up  Area,19-Oct,Begur Road,3 BHK,Pruthg ,1634,3.0,1.0,83.33,232,1,1,3.0
Super built-up  Area,Ready To Move,Prithvi Layout,2 BHK,Prlmsge,1352,2.0,2.0,85.0,941,1,1,2.0
Super built-up  Area,17-Sep,Balagere,2 BHK,HiqueMa,1145,2.0,2.0,65.0,188,1,1,2.0
Super built-up  Area,18-May,Alfa Garden Layout,2 BHK,,1240,2.0,,43.79,103,1,1,2.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,BriumMi,2200,3.0,2.0,190.0,72,1,1,3.0
Super built-up  Area,18-Mar,Bommasandra Industrial Area,2 BHK,,1020,2.0,1.0,39.0,271,1,1,2.0
Super built-up  Area,Ready To Move,Palace Guttahalli,4 BHK,,3600,4.0,,365.0,910,1,1,4.0
Super built-up  Area,18-Aug,Raja Rajeshwari Nagar,2 BHK,Prllsan,1168,2.0,1.0,61.0,972,1,1,2.0
Super built-up  Area,18-Jul,Electronic City Phase II,2 BHK,SNbay G,1205,2.0,1.0,75.0,419,1,1,2.0
Super built-up  Area,Ready To Move,Yeshwanthpur,2 BHK,Vatra N,1195,2.0,2.0,100.0,1267,1,1,2.0
Built-up  Area,Ready To Move,CV Raman Nagar,2 BHK,,1028,2.0,1.0,49.0,292,1,1,2.0
Super built-up  Area,Ready To Move,Akshya Nagar,2 BHK,,1175,2.0,2.0,48.27,102,1,1,2.0
Super built-up  Area,Ready To Move,Pai Layout,3 BHK,Saent A,1550,2.0,2.0,90.0,908,1,1,3.0
Super built-up  Area,Ready To Move,Yeshwanthpur,3 BHK,,1826,3.0,2.0,165.0,1267,1,1,3.0
Plot  Area,Ready To Move,Hoodi,5 Bedroom,,2400,5.0,2.0,160.0,530,-1,0,5.0
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,Niareum,1603,3.0,2.0,96.0,1261,1,1,3.0
Built-up  Area,Ready To Move,Marathahalli,3 BHK,,1350,3.0,1.0,72.0,799,1,1,3.0
Built-up  Area,Ready To Move,KR Puram,1 BHK,,714,1.0,1.0,28.0,626,1,1,1.0
Super built-up  Area,18-Nov,Whitefield,2 BHK,,1215,2.0,3.0,65.0,1252,1,1,2.0
Built-up  Area,Ready To Move,Malleshpalya,3 BHK,MancyRe,1405,2.0,2.0,77.0,785,1,1,3.0
Super built-up  Area,Ready To Move,KR Puram,2 BHK,MCvarar,1142,2.0,1.0,51.0,626,1,1,2.0
Built-up  Area,Ready To Move,Akshaya Vana,4 Bedroom,,4000,4.0,3.0,170.0,99,-1,0,4.0
Super built-up  Area,Ready To Move,Whitefield,3 BHK,Brony H,1870,3.0,2.0,90.0,1252,1,1,3.0
Super built-up  Area,Ready To Move,Subramanyapura,2 BHK,Chllsev,1313,2.0,2.0,73.0,1115,1,1,2.0
Built-up  Area,Ready To Move,Hennur Gardens,3 BHK,PlhtsHe,1945,3.0,3.0,120.0,521,1,1,3.0
Super built-up  Area,17-Jul,Thanisandra,3 BHK,Bhmesy ,1573,3.0,2.0,95.0,1148,1,1,3.0
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Mades G,1255,2.0,1.0,92.0,1039,1,1,2.0
Super built-up  Area,Ready To Move,Benson Town,4 BHK,,1400,3.0,2.0,91.15,242,1,1,4.0
Super built-up  Area,18-May,Kannamangala,2 BHK,,1235,2.0,2.0,43.63,665,1,1,2.0
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Shthi S,1380,2.0,1.0,52.0,1039,1,1,3.0
Plot  Area,Ready To Move,Ramamurthy Nagar,7 Bedroom,,1500,9.0,2.0,250.0,990,-1,0,7.0
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,,1238,2.0,1.0,67.0,1242,1,1,2.0
Super built-up  Area,18-Oct,Chennammana Kere,3 BHK,,1465,2.0,3.0,74.72,310,1,1,3.0
Super built-up  Area,Ready To Move,Thigalarapalya,2 BHK,,1418,2.0,2.0,103.0,1153,1,1,2.0
Super built-up  Area,Ready To Move,Victoria Layout,3 BHK,,1650,3.0,1.0,165.0,1212,1,1,3.0
Built-up  Area,Ready To Move, Anekal,1 RK,,351,1.0,1.0,16.0,0,0,1,0.0
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,Sagnage,1279,2.0,2.0,48.0,1179,1,1,2.0
Built-up  Area,Ready To Move,Kasavanhalli,3 Bedroom,,1870,3.0,1.0,200.0,670,-1,0,3.0
Plot  Area,Ready To Move,BCC Layout,4 Bedroom,,1500,5.0,1.0,230.0,164,-1,0,4.0
Super built-up  Area,19-Oct,Hebbal,3 BHK,SNontle,2526,2.0,2.0,250.0,513,1,1,3.0
Plot  Area,Ready To Move,Mathikere,3 Bedroom,,1550,2.0,1.0,150.0,813,-1,0,3.0
Super built-up  Area,Ready To Move,Rajaji Nagar,4 BHK,PhestOn,3436 - 3643,,,424.5,976,1,1,4.0
Super built-up  Area,18-Aug,Uttarahalli,3 BHK,DSera S,1845,2.0,1.0,68.27,1179,1,1,3.0
Super built-up  Area,Ready To Move,Motappa Layout,3 BHK,Puodse ,1360,2.0,1.0,59.27,826,1,1,3.0
Built-up  Area,Ready To Move,Friends Colony,3 BHK,,1150,2.0,1.0,75.0,429,1,1,3.0
Super built-up  Area,Ready To Move,Whitefield,2 BHK,Sancya ,1260,2.0,2.0,49.5,1252,1,1,2.0
Plot  Area,Ready To Move,Doddabidrakallu,3 Bedroom,,1200,3.0,1.0,74.0,387,-1,0,3.0
Built-up  Area,Ready To Move,Dasanapura,2 BHK,Tavenew,965,2.0,1.0,42.5,358,1,1,2.0
Built-up  Area,Ready To Move,Hoodi,3 BHK,Adion M,1350,2.0,3.0,48.0,530,1,1,3.0
Super built-up  Area,18-Jul,Bhoganhalli,2 BHK,Rosha I,1447,2.0,1.0,75.97,252,1,1,2.0
Super built-up  Area,Ready To Move,Arehalli,3 BHK,,1229,3.0,1.0,86.03,140,1,1,3.0
Super built-up  Area,Ready To Move,Kudlu,2 BHK,,1027,2.0,2.0,43.0,721,1,1,2.0
Super built-up  Area,Ready To Move,Gottigere,2 BHK,M denGa,1153,2.0,1.0,48.5,466,1,1,2.0
Super built-up  Area,18-Dec,Whitefield,4 BHK,Prtates,2830 - 2882,5.0,0.0,145.5,1252,1,1,4.0
Super built-up  Area,Ready To Move,Malleshpalya,2 BHK,A idse ,1065,2.0,2.0,50.0,785,1,1,2.0
Built-up  Area,Ready To Move,Tala Cauvery Layout,2 BHK,Skarkev,1030,2.0,3.0,61.0,1140,1,1,2.0
Super built-up  Area,Ready To Move,Mallasandra,2 BHK,,1340,2.0,2.0,61.0,783,1,1,2.0
Super built-up  Area,Ready To Move,Marathahalli,4 BHK,PueraRi,4000,5.0,,212.0,799,1,1,4.0
Built-up  Area,Ready To Move,Sri Balaji Krupa Layout,1 Bedroom,,600,1.0,0.0,32.0,1097,-1,0,1.0
Super built-up  Area,Ready To Move,Begur Road,3 BHK,Dhalsh ,1410,2.0,3.0,44.42,232,1,1,3.0
Super built-up  Area,20-Dec,Varthur,2 BHK,Myple M,1055,2.0,2.0,45.35,1190,1,1,2.0
Super built-up  Area,18-May,Yelahanka,2 BHK,Prensya,1304,2.0,1.0,79.0,1261,1,1,2.0
Super built-up  Area,18-Feb,Sadashiva Nagar,4 BHK,,2720,4.0,1.0,485.0,1022,1,1,4.0
Built-up  Area,Ready To Move,Kammasandra,2 BHK,Puitea ,990,2.0,1.0,31.5,654,1,1,2.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,,1035,2.0,1.0,39.33,72,1,1,2.0
Super built-up  Area,21-Jun,Tumkur Road,1 BHK,Coowsri,596 - 804,1.0,0.0,30.09,1168,1,1,1.0
Super built-up  Area,Ready To Move,Sonnenahalli,2 BHK,,1120,2.0,2.0,43.0,1093,1,1,2.0
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,NDionas,1300,2.0,2.0,73.0,506,1,1,2.0
Super built-up  Area,21-Jan,Tumkur Road,2 BHK,Sapus S,1239,2.0,1.0,82.0,1168,1,1,2.0
Super built-up  Area,19-Dec,Sarjapur  Road,3 BHK,Daivon ,1403,3.0,3.0,51.63,1039,1,1,3.0
Super built-up  Area,Ready To Move,Hosa Road,2 BHK,Sosisic,1365,2.0,1.0,92.0,536,1,1,2.0
Super built-up  Area,Ready To Move,8th block Koramangala,2 BHK,Sid 2ss,1165,2.0,1.0,135.0,75,1,1,2.0
Super built-up  Area,Ready To Move,Subramanyapura,3 BHK,,1130,2.0,3.0,45.19,1115,1,1,3.0
Super built-up  Area,Ready To Move,Green Glen Layout,3 BHK,Solia D,1776.42,3.0,2.0,105.0,474,1,1,3.0
Plot  Area,Ready To Move,Vidyaranyapura,4 Bedroom,,900,4.0,3.0,175.0,1216,-1,0,4.0
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,,1194,2.0,2.0,47.0,506,1,1,2.0
Super built-up  Area,Ready To Move,Bidadi,2 BHK,Etuney ,1107,2.0,2.0,33.0,256,1,1,2.0
Super built-up  Area,Ready To Move,Nagavara,3 BHK,,2319,3.0,2.0,180.0,853,1,1,3.0
Super built-up  Area,Ready To Move,Nallurhalli,3 BHK,DNtonri,1520,3.0,3.0,80.0,858,1,1,3.0
Super built-up  Area,19-Jul,Kannamangala,3 BHK,Sonue A,1536,3.0,1.0,89.0,665,1,1,3.0
Built-up  Area,Ready To Move,Teachers Colony,4 BHK,,3000,4.0,2.0,240.0,1145,1,1,4.0
Super built-up  Area,Ready To Move,Belathur,2 BHK,Viiniai,1050,2.0,1.0,38.0,234,1,1,2.0
Super built-up  Area,22-Jun,Hoodi,3 BHK,GoAirej,1850,3.0,2.0,146.0,530,1,1,3.0
Super built-up  Area,Ready To Move,Billekahalli,2 BHK,Diisein,1112,2.0,2.0,62.0,264,1,1,2.0
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,,1535,3.0,2.0,72.5,799,1,1,3.0
Built-up  Area,Ready To Move,Kanakpura Road,2 BHK,,1050,2.0,1.0,35.0,664,1,1,2.0
Plot  Area,Ready To Move,Banashankari,4 Bedroom,,2400,3.0,2.0,370.0,194,-1,0,4.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,JDensar,1250,3.0,2.0,65.0,72,1,1,3.0
Super built-up  Area,Ready To Move,Kalena Agrahara,2 BHK,CSvelMa,1187,2.0,3.0,52.0,641,1,1,2.0
Built-up  Area,Ready To Move,9th Phase JP Nagar,2 BHK,,1164,2.0,1.0,56.0,77,1,1,2.0
Super built-up  Area,18-May,Electronic City Phase II,3 BHK,SNbay G,1395,2.0,1.0,62.78,419,1,1,3.0
Super built-up  Area,18-Jul,Arekere,3 BHK,RRnumn ,2072,3.0,2.0,108.0,142,1,1,3.0
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,JRrnauv,1450,3.0,3.0,60.91,664,1,1,3.0
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,SNity S,1550,3.0,2.0,82.0,216,1,1,3.0
Super built-up  Area,Ready To Move,Sampige Layout,2 BHK,,1315,2.0,2.0,90.0,1031,1,1,2.0
Super built-up  Area,19-Dec,Hebbal,4 BHK,SNontle,3067,4.0,3.0,230.0,513,1,1,4.0
Super built-up  Area,Ready To Move,Amruthnagar,2 BHK,Saeur G,1210,2.0,2.0,72.0,115,1,1,2.0
Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,Prityel,1075,2.0,1.0,47.0,268,1,1,3.0
Super built-up  Area,Ready To Move,Sathya Sai Layout,6 BHK,Prowshi,11338,9.0,1.0,1000.0,1046,1,1,6.0
Super built-up  Area,18-May,Virgonagar,3 BHK,,1215,3.0,1.0,42.2,1231,1,1,3.0
Built-up  Area,Ready To Move,Kaggadasapura,3 BHK,Prmesad,1470,2.0,2.0,75.0,637,1,1,3.0
Plot  Area,18-Jul,Dodsworth Layout,4 Bedroom,,30000,4.0,,2100.0,397,-1,0,4.0
Built-up  Area,Ready To Move,Hosur Road,3 BHK,Saageat,1590,2.0,2.0,125.0,544,1,1,3.0
Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,Shdhia ,1050,2.0,1.0,36.75,664,1,1,2.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1306,2.0,1.0,55.91,972,1,1,2.0
Built-up  Area,Ready To Move,Malleshwaram,3 BHK,Maens G,2000,3.0,2.0,250.0,786,1,1,3.0
Built-up  Area,Ready To Move,"Kudlu Village, ",3 BHK,,1445,3.0,2.0,64.0,723,1,1,3.0
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,,1220,3.0,2.0,58.0,1039,1,1,3.0
Plot  Area,Ready To Move,Sarjapur,4 Bedroom,Puodsm ,3190,3.0,1.0,160.0,1038,-1,0,4.0
Super built-up  Area,18-May,Ramagondanahalli,2 BHK,ViistLa,1215,2.0,1.0,51.26,987,1,1,2.0
Built-up  Area,Ready To Move,Budigere,3 BHK,PrityTr,1920,2.0,1.0,88.0,278,1,1,3.0
Super built-up  Area,Ready To Move,Dodda Nekkundi,2 BHK,,1390,2.0,2.0,60.0,382,1,1,2.0
Plot  Area,Ready To Move,Battarahalli,3 Bedroom,,800,2.0,1.0,75.0,230,-1,0,3.0
Plot  Area,Ready To Move,Nagarbhavi,3 Bedroom,,600,3.0,2.0,100.0,848,-1,0,3.0
Super built-up  Area,21-Jul,Hoodi,2 BHK,GoAirej,1196,2.0,0.0,71.74,530,1,1,2.0
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,Siaraa ,1550,2.0,2.0,75.0,216,1,1,3.0
Super built-up  Area,Ready To Move,Thigalarapalya,2 BHK,Prtanha,1418,2.0,2.0,101.0,1153,1,1,2.0
Super built-up  Area,19-Mar,Varthur Road,3 BHK,,1655,3.0,2.0,115.0,1191,1,1,3.0
Built-up  Area,Ready To Move,KR Puram,2 BHK,SancyRe,1115,2.0,2.0,33.45,626,1,1,2.0
Super built-up  Area,Ready To Move,Rajiv Gandhi Nagar,2 BHK,NCiteEl,1170,2.0,2.0,68.0,985,1,1,2.0
Super built-up  Area,Ready To Move,Anekal,2 BHK,Sraveks,1035,2.0,2.0,38.3,126,1,1,2.0
Super built-up  Area,Ready To Move,Singasandra,3 BHK,,1306,2.0,2.0,58.0,1084,1,1,3.0
Super built-up  Area,18-Dec,Kengeri,2 BHK,VBn 2lm,750,2.0,2.0,22.0,688,1,1,2.0
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Bhmesy ,1917,3.0,3.0,122.0,1148,1,1,3.0
Super built-up  Area,Ready To Move,Kaggadasapura,3 BHK,Frowsru,1615,3.0,3.0,58.0,637,1,1,3.0
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,,1071,2.0,2.0,52.25,799,1,1,2.0
Super built-up  Area,Ready To Move,Koramangala,2 BHK,Suryais,1325,2.0,2.0,119.0,713,1,1,2.0
Plot  Area,Ready To Move,Malleshwaram,7 Bedroom,,3000,4.0,2.0,900.0,786,-1,0,7.0
Super built-up  Area,Ready To Move,5th Phase JP Nagar,3 BHK,,1400,2.0,1.0,88.0,62,1,1,3.0
Super built-up  Area,21-Jan,Tumkur Road,2 BHK,Sapus S,1246,2.0,1.0,82.0,1168,1,1,2.0
Built-up  Area,Ready To Move,Sarjapur,2 BHK,Coa It ,1215,2.0,0.0,40.0,1038,1,1,2.0
Super built-up  Area,Ready To Move,Munnekollal,2 BHK,Akave E,1200,2.0,2.0,49.5,832,1,1,2.0
Plot  Area,Ready To Move,Kurubarahalli,4 Bedroom,,450,3.0,1.0,53.0,733,-1,0,4.0
Super built-up  Area,Ready To Move,Kodigehaali,2 BHK,Shyas S,1200,2.0,2.0,60.0,703,1,1,2.0
Built-up  Area,Ready To Move,Kaval Byrasandra,2 BHK,,945,2.0,2.0,50.0,678,1,1,2.0
Super built-up  Area,Ready To Move,Benson Town,4 BHK,,4460,5.0,,650.0,242,1,1,4.0
Super built-up  Area,Ready To Move,Hormavu,2 BHK,Nadhian,1175,2.0,1.0,52.0,535,1,1,2.0
Super built-up  Area,Ready To Move,Whitefield,2 BHK,SrireSo,920,2.0,1.0,63.0,1252,1,1,2.0
Super built-up  Area,Ready To Move,Hosakerehalli,4 BHK,Taonte ,3024,5.0,1.0,350.0,539,1,1,4.0
Plot  Area,Ready To Move,Bidadi,2 Bedroom,,1600,2.0,2.0,110.0,256,-1,0,2.0
Plot  Area,Ready To Move,Sanjay nagar,4 Bedroom,,750,2.0,0.0,110.0,1033,-1,0,4.0
Plot  Area,Ready To Move,Sector 4 HSR Layout,4 Bedroom,,2400,4.0,,700.0,1051,-1,0,4.0
Built-up  Area,Ready To Move,Bhagyalakshmi Avenue,2 BHK,Prineth,955,1.0,2.0,34.01,246,1,1,2.0
Super built-up  Area,Ready To Move,Ardendale,3 BHK,SoystAm,1750,3.0,3.0,100.0,139,1,1,3.0
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Suitea ,1425,2.0,2.0,64.0,1179,1,1,3.0
Super built-up  Area,Ready To Move,Basavangudi,3 BHK,Brsic C,2150,3.0,2.0,265.0,223,1,1,3.0
Super built-up  Area,20-Dec,Whitefield,2 BHK,,1165,2.0,1.0,40.5,1252,1,1,2.0
Super built-up  Area,Ready To Move,Kaggadasapura,2 BHK,Maidei ,1050,2.0,2.0,48.0,637,1,1,2.0
Super built-up  Area,Ready To Move,Cholanayakanahalli,3 BHK,ShourSp,1370,2.0,2.0,75.0,335,1,1,3.0
Super built-up  Area,18-Apr,Electronic City,3 BHK,Prarkun,1374,2.0,1.0,72.0,417,1,1,3.0
Super built-up  Area,Ready To Move,Harlur,3 BHK,SosicCl,1754,3.0,2.0,124.0,509,1,1,3.0
Super built-up  Area,Ready To Move,Kothanur,3 BHK,Somumys,1847,3.0,2.0,110.0,716,1,1,3.0
Super built-up  Area,Ready To Move,Ambedkar Nagar,3 BHK,SoechHa,1850,4.0,3.0,139.0,110,1,1,3.0
Plot  Area,18-May,Chikka Tirupathi,3 Bedroom,Theanmp,3297,3.0,1.0,135.0,317,-1,0,3.0
Super built-up  Area,Ready To Move,Doddakannelli,2 BHK,BMtusLo,1187,2.0,2.0,45.0,392,1,1,2.0
Built-up  Area,18-Dec,Bommasandra Industrial Area,3 BHK,,1400,2.0,1.0,40.44,271,1,1,3.0
Plot  Area,Ready To Move,Kengeri Hobli,3 Bedroom,,600,2.0,0.0,30.0,689,-1,0,3.0
Super built-up  Area,Ready To Move,Chamrajpet,2 BHK,,1350,2.0,3.0,180.0,302,1,1,2.0
Plot  Area,Ready To Move,Doddaballapur,3 Bedroom,Raourpl,3000,2.0,2.0,120.0,384,-1,0,3.0
Super built-up  Area,21-Dec,Thanisandra,1 BHK,Bhe 2ko,693,1.0,1.0,34.3,1148,1,1,1.0
Super built-up  Area,21-May,Dairy Circle,3 BHK,Soeurri,1980,3.0,2.0,224.0,357,1,1,3.0
Super built-up  Area,Ready To Move,KR Puram,2 BHK,Saavem ,1021,2.0,1.0,48.0,626,1,1,2.0
Super built-up  Area,Ready To Move,Thigalarapalya,2 BHK,Prtanha,1165,2.0,2.0,95.0,1153,1,1,2.0
Super built-up  Area,19-Mar,Horamavu Agara,3 BHK,Prhar G,1756,3.0,2.0,92.0,533,1,1,3.0
Super built-up  Area,Ready To Move,Bharathi Nagar,3 BHK,FoapeWa,1739,3.0,1.0,105.0,249,1,1,3.0
Super built-up  Area,Ready To Move,Varthur,2 BHK,Caiseur,1280,2.0,,65.0,1190,1,1,2.0
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,,1215,2.0,2.0,58.86,799,1,1,2.0
Super built-up  Area,18-Apr,Munnekollal,2 BHK,Sadhii ,950,2.0,1.0,46.5,832,1,1,2.0
Built-up  Area,Ready To Move,Kengeri,3 BHK,,1082,2.0,1.0,49.0,688,1,1,3.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,,1050,2.0,1.0,42.0,72,1,1,2.0
Super built-up  Area,Ready To Move,Devanahalli,2 BHK,Cerdsga,1080,2.0,0.0,53.35,365,1,1,2.0
Super built-up  Area,Ready To Move,Arekere,2 BHK,Maierr ,1100,2.0,2.0,55.0,142,1,1,2.0
Plot  Area,Ready To Move,Ardendale,4 Bedroom,Aling10,3200,4.0,1.0,205.0,139,-1,0,4.0
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,PraleSi,1311,2.0,1.0,78.0,1039,1,1,2.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,GrrvaGr,1608,3.0,1.0,67.98,972,1,1,3.0
Super built-up  Area,Ready To Move,Begur Road,2 BHK,,1160,2.0,2.0,36.0,232,1,1,2.0
Super built-up  Area,Ready To Move,Whitefield,2 BHK,Veitaus,1170,2.0,1.0,71.0,1252,1,1,2.0
Super built-up  Area,Ready To Move,Kengeri,2 BHK,,1155,2.0,2.0,40.6,688,1,1,2.0
Super built-up  Area,18-Dec,Hebbal,3 BHK,Magiaya,1255,2.0,1.0,77.68,513,1,1,3.0
Super built-up  Area,Ready To Move,Rayasandra,2 BHK,,1065,2.0,2.0,44.95,999,1,1,2.0
Super built-up  Area,Ready To Move,Neeladri Nagar,1 BHK,Guenoa ,674,1.0,1.0,21.0,876,1,1,1.0
Super built-up  Area,Ready To Move,Ambedkar Nagar,3 BHK,,1936,4.0,2.0,126.0,110,1,1,3.0
Super built-up  Area,18-Dec,Sarakki Nagar,3 BHK,,2289,3.0,2.0,260.0,1037,1,1,3.0
Super built-up  Area,Ready To Move,Abbaiah Reddy Layout,2 BHK,,1100,2.0,1.0,38.45,85,1,1,2.0
Super built-up  Area,Ready To Move,Ramagondanahalli,3 BHK,DNeremo,2257,4.0,2.0,157.0,987,1,1,3.0
Super built-up  Area,Ready To Move,Nagarbhavi,2 BHK,,1055,2.0,2.0,55.0,848,1,1,2.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,GrrvaGr,1530,3.0,3.0,51.87,972,1,1,3.0
Super built-up  Area,Ready To Move,Dinnur,3 BHK,,1700,3.0,1.0,97.0,376,1,1,3.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,Tentsw ,1575,2.0,2.0,78.0,972,1,1,3.0
Built-up  Area,Ready To Move,Frazer Town,3 BHK,Nanorkr,3500,4.0,2.0,330.0,428,1,1,3.0
Super built-up  Area,Ready To Move,Rajiv Nagar,2 BHK,Ahntyve,1263,2.0,1.0,93.32,986,1,1,2.0
Super built-up  Area,Ready To Move,KR Puram,3 BHK,MCvarar,1255 - 1863,3.0,0.0,69.315,626,1,1,3.0
Super built-up  Area,Ready To Move,Kengeri Satellite Town,2 BHK,MB-laan,1043,2.0,2.0,65.0,690,1,1,2.0
Super built-up  Area,Ready To Move,Hennur,2 BHK,Shateor,1255,2.0,2.0,53.5,518,1,1,2.0
Super built-up  Area,18-Mar,JP Nagar,2 BHK,Shestut,1300 - 1405,2.0,0.0,93.865,575,1,1,2.0
Super built-up  Area,18-Dec,Chandapura,1 BHK,Siageal,590,1.0,0.0,13.57,304,1,1,1.0
